id,name,score,salary
8166,User8166,79.05,85003
8167,User8167,85.86,98760
8168,User8168,82.86,20961
8169,User8169,95.78,29802
8170,User8170,93.25,99613
8171,User8171,94.49,41541
8172,User8172,78.98,34168
8173,User8173,64.11,58464
8174,User8174,95.73,34531
8175,User8175,66.42,72544
8176,User8176,93.15,76464
8177,User8177,69.24,26027
8178,User8178,87.73,97457
8179,User8179,89.54,30205
8180,User8180,62.94,90589
8181,User8181,85.24,48942
8182,User8182,64.96,39486
8183,User8183,70.49,95069
8184,User8184,99.46,27695
8185,User8185,71.69,82377
8186,User8186,85.71,70722
8187,User8187,95.94,55489
8188,User8188,86.91,67079
8189,User8189,66.06,32803
8190,User8190,71.26,75179
8191,User8191,91.87,82544
8192,User8192,90.3,50691
8193,User8193,85.17,55015
8194,User8194,83.99,79395
8195,User8195,95.77,91078
8196,User8196,61.13,37511
8197,User8197,62.7,72257
8198,User8198,76.02,24772
8199,User8199,60.5,54493
8200,User8200,98.8,67824
8201,User8201,86.52,65165
8202,User8202,65.59,35376
8203,User8203,87.36,20763
8204,User8204,62.55,59946
8205,User8205,92.24,21341
8206,User8206,83.14,53429
8207,User8207,91.12,26356
8208,User8208,67.75,25414
8209,User8209,66.46,58165
8210,User8210,81.67,25404
8211,User8211,79.24,29017
8212,User8212,69.8,44704
8213,User8213,60.18,85353
8214,User8214,98.26,98392
8215,User8215,93.74,36706
8216,User8216,76.59,92717
8217,User8217,68.0,97079
8218,User8218,95.26,52675
8219,User8219,73.26,81335
8220,User8220,85.22,79007
8221,User8221,63.98,62445
8222,User8222,71.29,64257
8223,User8223,73.57,87222
8224,User8224,87.17,70064
8225,User8225,76.59,89687
8226,User8226,97.81,51923
8227,User8227,69.69,72643
8228,User8228,89.5,97899
8229,User8229,79.5,29270
8230,User8230,81.14,48728
8231,User8231,64.19,91123
8232,User8232,76.29,85249
8233,User8233,88.72,29448
8234,User8234,83.73,61861
8235,User8235,67.92,60026
8236,User8236,80.62,51415
8237,User8237,75.79,87101
8238,User8238,92.4,58260
8239,User8239,63.38,61198
8240,User8240,68.16,59801
8241,User8241,61.53,55673
8242,User8242,64.81,92896
8243,User8243,81.62,83946
8244,User8244,86.07,43474
8245,User8245,62.3,97175
8246,User8246,63.3,24518
8247,User8247,72.12,95808
8248,User8248,77.06,78931
8249,User8249,82.01,42484
8250,User8250,96.01,71689
8251,User8251,91.04,89566
8252,User8252,83.12,46448
8253,User8253,79.55,22586
8254,User8254,77.87,41407
8255,User8255,92.25,66811
8256,User8256,94.62,32303
8257,User8257,86.6,88317
8258,User8258,62.94,87884
8259,User8259,67.95,35550
8260,User8260,85.97,35814
8261,User8261,79.94,41199
8262,User8262,82.89,38533
8263,User8263,90.86,77773
8264,User8264,88.82,96054
8265,User8265,72.03,37457
8266,User8266,65.12,77911
8267,User8267,63.8,57929
8268,User8268,82.52,27362
8269,User8269,86.56,33090
8270,User8270,84.15,38061
8271,User8271,62.79,70189
8272,User8272,68.89,64156
8273,User8273,75.53,46099
8274,User8274,93.63,66539
8275,User8275,82.14,21402
8276,User8276,85.12,29284
8277,User8277,68.83,59449
8278,User8278,65.88,89925
8279,User8279,82.49,55494
8280,User8280,60.61,82857
8281,User8281,94.15,93267
8282,User8282,69.71,57311
8283,User8283,76.23,21455
8284,User8284,67.6,34900
8285,User8285,96.72,59538
8286,User8286,64.37,81756
8287,User8287,79.85,94856
8288,User8288,75.92,87712
8289,User8289,96.26,65166
8290,User8290,99.98,34010
8291,User8291,69.57,71600
8292,User8292,64.43,82758
8293,User8293,97.48,72157
8294,User8294,73.93,25053
8295,User8295,62.71,55531
8296,User8296,84.93,57197
8297,User8297,72.56,91689
8298,User8298,90.85,56378
8299,User8299,76.76,38655
8300,User8300,85.78,75939
8301,User8301,76.82,32493
8302,User8302,69.73,20164
8303,User8303,73.62,66887
8304,User8304,66.45,65613
8305,User8305,96.96,97212
8306,User8306,98.17,86196
8307,User8307,77.88,84043
8308,User8308,88.79,34279
8309,User8309,98.07,66494
8310,User8310,76.98,86095
8311,User8311,72.09,46481
8312,User8312,86.84,57462
8313,User8313,71.73,36987
8314,User8314,86.0,53413
8315,User8315,94.24,78750
8316,User8316,70.41,21592
8317,User8317,80.86,98201
8318,User8318,94.6,62393
8319,User8319,83.01,28850
8320,User8320,79.29,85169
8321,User8321,75.03,81951
8322,User8322,88.93,49886
8323,User8323,71.75,45315
8324,User8324,87.41,40424
8325,User8325,80.97,98798
8326,User8326,81.42,61564
8327,User8327,60.98,21744
8328,User8328,78.7,26715
8329,User8329,80.77,89810
8330,User8330,88.19,32840
8331,User8331,70.79,71628
8332,User8332,74.96,99335
8333,User8333,63.78,29387
8334,User8334,93.58,97461
8335,User8335,64.15,59159
8336,User8336,92.28,92354
8337,User8337,80.42,21737
8338,User8338,79.19,60691
8339,User8339,65.08,69239
8340,User8340,81.5,29615
8341,User8341,75.84,52332
8342,User8342,63.87,52893
8343,User8343,99.1,55179
8344,User8344,97.99,21191
8345,User8345,89.72,98117
8346,User8346,94.17,50396
8347,User8347,80.37,30880
8348,User8348,85.04,27137
8349,User8349,71.96,49866
8350,User8350,60.26,66645
8351,User8351,60.22,69194
8352,User8352,76.17,24290
8353,User8353,93.91,58336
8354,User8354,95.31,48189
8355,User8355,86.63,77397
8356,User8356,92.07,36583
8357,User8357,80.73,93870
8358,User8358,62.8,92419
8359,User8359,79.61,44896
8360,User8360,85.36,61221
8361,User8361,68.19,71100
8362,User8362,81.88,45422
8363,User8363,80.8,81811
8364,User8364,86.59,91577
8365,User8365,66.94,89175
8366,User8366,76.83,32947
8367,User8367,65.66,48083
8368,User8368,86.54,72851
8369,User8369,84.54,33243
8370,User8370,92.56,23055
8371,User8371,62.56,34347
8372,User8372,63.22,62673
8373,User8373,95.5,88823
8374,User8374,72.27,95105
8375,User8375,75.3,94437
8376,User8376,88.75,48828
8377,User8377,62.31,30606
8378,User8378,62.91,33148
8379,User8379,68.94,88611
8380,User8380,60.45,28037
8381,User8381,88.7,91121
8382,User8382,94.05,77423
8383,User8383,99.55,65735
8384,User8384,67.17,83179
8385,User8385,97.66,38246
8386,User8386,97.52,86570
8387,User8387,69.97,89942
8388,User8388,65.25,62727
8389,User8389,97.05,28286
8390,User8390,87.36,92608
8391,User8391,77.83,40184
8392,User8392,60.36,93690
8393,User8393,62.48,55334
8394,User8394,67.16,86138
8395,User8395,83.35,76043
8396,User8396,79.4,66135
8397,User8397,84.78,21536
8398,User8398,92.45,71695
8399,User8399,62.79,23782
8400,User8400,71.5,72328
8401,User8401,97.66,39411
8402,User8402,88.33,52203
8403,User8403,93.16,36240
8404,User8404,72.47,78312
8405,User8405,84.75,38643
8406,User8406,69.82,76959
8407,User8407,65.26,62262
8408,User8408,73.77,83478
8409,User8409,72.82,24154
8410,User8410,69.84,59271
8411,User8411,74.32,39188
8412,User8412,73.85,29073
8413,User8413,60.55,99022
8414,User8414,72.73,94352
8415,User8415,78.71,98231
8416,User8416,72.05,96172
8417,User8417,97.15,78312
8418,User8418,68.95,36478
8419,User8419,87.2,52034
8420,User8420,67.9,26588
8421,User8421,83.62,92214
8422,User8422,67.09,36189
8423,User8423,77.27,76094
8424,User8424,87.97,37927
8425,User8425,99.99,54126
8426,User8426,85.52,98569
8427,User8427,77.02,82725
8428,User8428,61.69,91901
8429,User8429,97.13,46446
8430,User8430,84.31,61735
8431,User8431,84.35,72066
8432,User8432,94.64,28416
8433,User8433,87.54,97905
8434,User8434,96.24,44123
8435,User8435,82.67,86461
8436,User8436,90.61,48548
8437,User8437,76.04,90861
8438,User8438,80.86,35817
8439,User8439,63.99,53995
8440,User8440,66.71,42216
8441,User8441,70.06,89321
8442,User8442,69.27,47128
8443,User8443,71.81,46266
8444,User8444,85.29,76924
8445,User8445,61.53,75816
8446,User8446,60.3,35478
8447,User8447,77.59,32829
8448,User8448,80.62,55811
8449,User8449,62.8,41363
8450,User8450,74.59,80628
8451,User8451,84.68,77051
8452,User8452,83.06,39536
8453,User8453,79.32,77682
8454,User8454,63.6,93563
8455,User8455,78.88,58776
8456,User8456,89.82,42664
8457,User8457,88.6,82312
8458,User8458,61.09,31239
8459,User8459,89.31,75606
8460,User8460,68.08,54600
8461,User8461,89.95,75048
8462,User8462,77.62,83874
8463,User8463,92.37,82854
8464,User8464,79.42,39678
8465,User8465,83.29,22739
8466,User8466,99.81,66190
8467,User8467,71.54,23287
8468,User8468,73.89,62754
8469,User8469,78.99,88207
8470,User8470,60.77,82521
8471,User8471,70.4,75303
8472,User8472,67.51,69889
8473,User8473,94.96,39178
8474,User8474,79.79,72154
8475,User8475,60.36,93004
8476,User8476,92.41,43545
8477,User8477,97.72,56077
8478,User8478,81.7,91883
8479,User8479,86.52,31463
8480,User8480,99.1,24109
8481,User8481,93.87,99781
8482,User8482,84.16,28768
8483,User8483,90.19,92931
8484,User8484,84.08,78422
8485,User8485,84.88,84672
8486,User8486,64.48,36507
8487,User8487,94.3,78598
8488,User8488,79.13,21056
8489,User8489,90.22,36731
8490,User8490,99.31,66586
8491,User8491,95.23,89977
8492,User8492,99.38,87871
8493,User8493,81.78,88412
8494,User8494,68.42,88947
8495,User8495,69.61,91212
8496,User8496,61.64,99080
8497,User8497,63.83,35189
8498,User8498,87.13,20534
8499,User8499,81.05,84888
8500,User8500,71.46,25674
8501,User8501,88.58,51356
8502,User8502,69.25,82465
8503,User8503,90.68,52344
8504,User8504,97.88,40687
8505,User8505,83.52,89565
8506,User8506,85.07,27781
8507,User8507,96.37,85821
8508,User8508,66.16,35917
8509,User8509,80.62,64278
8510,User8510,70.92,99896
8511,User8511,84.15,96625
8512,User8512,91.16,32248
8513,User8513,68.6,33844
8514,User8514,86.64,54879
8515,User8515,62.46,45974
8516,User8516,78.12,55770
8517,User8517,97.51,92945
8518,User8518,81.33,71397
8519,User8519,62.88,92846
8520,User8520,96.68,32253
8521,User8521,73.18,32760
8522,User8522,68.5,52876
8523,User8523,75.77,71010
8524,User8524,89.58,99892
8525,User8525,77.62,67852
8526,User8526,82.97,89440
8527,User8527,89.31,75920
8528,User8528,64.13,69265
8529,User8529,71.51,75568
8530,User8530,62.34,43476
8531,User8531,77.11,32470
8532,User8532,96.31,71847
8533,User8533,83.97,50982
8534,User8534,88.42,51920
8535,User8535,96.43,76755
8536,User8536,90.18,28236
8537,User8537,69.15,45940
8538,User8538,96.56,82322
8539,User8539,84.14,82365
8540,User8540,99.94,59440
8541,User8541,68.92,34572
8542,User8542,90.05,45579
8543,User8543,83.0,47008
8544,User8544,97.98,94299
8545,User8545,76.18,56480
8546,User8546,80.12,76877
8547,User8547,82.55,63775
8548,User8548,97.61,37939
8549,User8549,86.22,70550
8550,User8550,73.72,38041
8551,User8551,88.21,46562
8552,User8552,77.46,55994
8553,User8553,84.8,59553
8554,User8554,80.31,49217
8555,User8555,61.13,80045
8556,User8556,72.24,74471
8557,User8557,75.05,43875
8558,User8558,87.54,93240
8559,User8559,62.21,55946
8560,User8560,86.2,33620
8561,User8561,68.61,23992
8562,User8562,66.81,97476
8563,User8563,84.0,90176
8564,User8564,68.68,94675
8565,User8565,67.56,62045
8566,User8566,86.17,66735
8567,User8567,82.11,22681
8568,User8568,68.0,21203
8569,User8569,93.55,91552
8570,User8570,96.68,33283
8571,User8571,63.21,68154
8572,User8572,74.97,96201
8573,User8573,63.39,25757
8574,User8574,77.72,79293
8575,User8575,85.41,72285
8576,User8576,95.29,63239
8577,User8577,90.13,52587
8578,User8578,96.17,33659
8579,User8579,68.96,30645
8580,User8580,68.69,29273
8581,User8581,85.58,24841
8582,User8582,60.73,75995
8583,User8583,74.77,44181
8584,User8584,60.46,55413
8585,User8585,67.95,40897
8586,User8586,66.12,66529
8587,User8587,98.25,46993
8588,User8588,72.36,91577
8589,User8589,62.21,87015
8590,User8590,63.31,44255
8591,User8591,66.43,20695
8592,User8592,62.15,27637
8593,User8593,80.12,83932
8594,User8594,67.58,66544
8595,User8595,77.33,24043
8596,User8596,96.42,56196
8597,User8597,91.91,85833
8598,User8598,79.25,20603
8599,User8599,98.79,93260
8600,User8600,89.66,45469
8601,User8601,95.44,70061
8602,User8602,64.69,68637
8603,User8603,78.92,90756
8604,User8604,80.35,46857
8605,User8605,71.71,87446
8606,User8606,91.68,93089
8607,User8607,97.76,88228
8608,User8608,65.26,92800
8609,User8609,65.63,94391
8610,User8610,75.48,65702
8611,User8611,89.35,61736
8612,User8612,67.58,87812
8613,User8613,71.9,69029
8614,User8614,68.98,23626
8615,User8615,72.3,83827
8616,User8616,76.75,34933
8617,User8617,92.59,49368
8618,User8618,89.86,59924
8619,User8619,74.8,69680
8620,User8620,63.41,59764
8621,User8621,84.68,80586
8622,User8622,92.21,84333
8623,User8623,71.47,79293
8624,User8624,88.09,32382
8625,User8625,65.31,93879
8626,User8626,92.39,91503
8627,User8627,86.35,79053
8628,User8628,79.99,34119
8629,User8629,78.47,20614
8630,User8630,67.09,38008
8631,User8631,67.15,37695
8632,User8632,78.4,91943
8633,User8633,85.85,20512
8634,User8634,97.29,20926
8635,User8635,84.79,20274
8636,User8636,63.68,95195
8637,User8637,84.5,36381
8638,User8638,61.03,44649
8639,User8639,81.47,21273
8640,User8640,74.19,25833
8641,User8641,64.25,46973
8642,User8642,86.24,60547
8643,User8643,65.36,74241
8644,User8644,97.19,21829
8645,User8645,66.07,81223
8646,User8646,93.21,80859
8647,User8647,76.9,37661
8648,User8648,81.27,54510
8649,User8649,64.54,25097
8650,User8650,72.41,24588
8651,User8651,83.7,83790
8652,User8652,68.2,62521
8653,User8653,76.93,59765
8654,User8654,75.72,23517
8655,User8655,81.16,81228
8656,User8656,85.79,42236
8657,User8657,86.39,33583
8658,User8658,60.55,58898
8659,User8659,98.81,85784
8660,User8660,74.34,80388
8661,User8661,76.6,69762
8662,User8662,86.66,23828
8663,User8663,92.6,83716
8664,User8664,90.25,69433
8665,User8665,81.48,52565
8666,User8666,91.61,71181
8667,User8667,80.42,31581
8668,User8668,79.13,24188
8669,User8669,74.58,93948
8670,User8670,61.6,50494
8671,User8671,79.28,93915
8672,User8672,91.04,62206
8673,User8673,89.01,62137
8674,User8674,82.81,22036
8675,User8675,82.74,39119
8676,User8676,76.6,25186
8677,User8677,74.01,87240
8678,User8678,90.23,68991
8679,User8679,80.48,58731
8680,User8680,68.08,77544
8681,User8681,83.2,48362
8682,User8682,72.64,92534
8683,User8683,97.95,33562
8684,User8684,71.44,53526
8685,User8685,89.78,99473
8686,User8686,95.04,40318
8687,User8687,98.91,46421
8688,User8688,96.61,41257
8689,User8689,60.69,38250
8690,User8690,91.08,62092
8691,User8691,94.99,66792
8692,User8692,67.15,57914
8693,User8693,87.45,47782
8694,User8694,62.53,63892
8695,User8695,79.51,20207
8696,User8696,94.92,95553
8697,User8697,83.03,57596
8698,User8698,91.0,54316
8699,User8699,90.3,42396
8700,User8700,88.33,40827
8701,User8701,84.31,40979
8702,User8702,64.54,27612
8703,User8703,96.84,98423
8704,User8704,83.36,86568
8705,User8705,84.51,28301
8706,User8706,64.11,98779
8707,User8707,91.94,99131
8708,User8708,87.53,87049
8709,User8709,68.03,57265
8710,User8710,85.38,64688
8711,User8711,60.55,44436
8712,User8712,62.61,77498
8713,User8713,61.09,95601
8714,User8714,75.63,56717
8715,User8715,67.93,38693
8716,User8716,89.52,24086
8717,User8717,86.99,43045
8718,User8718,96.26,95133
8719,User8719,77.39,69932
8720,User8720,83.3,58094
8721,User8721,90.42,37482
8722,User8722,79.48,69503
8723,User8723,67.93,46485
8724,User8724,64.96,27798
8725,User8725,94.4,91090
8726,User8726,72.73,89392
8727,User8727,89.78,28443
8728,User8728,93.98,49098
8729,User8729,94.95,22709
8730,User8730,69.16,76018
8731,User8731,70.19,41629
8732,User8732,95.95,78575
8733,User8733,96.58,50852
8734,User8734,94.37,81045
8735,User8735,60.54,68958
8736,User8736,82.14,75326
8737,User8737,66.7,68898
8738,User8738,84.64,70024
8739,User8739,99.28,35707
8740,User8740,96.89,31647
8741,User8741,71.33,95945
8742,User8742,66.84,29711
8743,User8743,81.04,71610
8744,User8744,70.02,48881
8745,User8745,68.27,64225
8746,User8746,92.47,96942
8747,User8747,97.77,22480
8748,User8748,81.62,85592
8749,User8749,86.06,53663
8750,User8750,71.3,76874
8751,User8751,76.25,48699
8752,User8752,95.32,55364
8753,User8753,61.23,47703
8754,User8754,70.68,86553
8755,User8755,82.61,36937
8756,User8756,84.52,64293
8757,User8757,71.22,64006
8758,User8758,95.71,88057
8759,User8759,84.5,96595
8760,User8760,78.37,92947
8761,User8761,64.46,77806
8762,User8762,87.16,26547
8763,User8763,61.06,90762
8764,User8764,98.51,69421
8765,User8765,78.54,21321
8766,User8766,74.49,96282
8767,User8767,93.72,29482
8768,User8768,87.65,98240
8769,User8769,60.43,95359
8770,User8770,71.26,77223
8771,User8771,60.63,85951
8772,User8772,95.29,31595
8773,User8773,60.33,75332
8774,User8774,89.11,28079
8775,User8775,76.02,38459
8776,User8776,72.05,50211
8777,User8777,75.5,59423
8778,User8778,78.75,52371
8779,User8779,67.44,57945
8780,User8780,93.05,32332
8781,User8781,66.94,71327
8782,User8782,60.56,77088
8783,User8783,96.42,50790
8784,User8784,74.94,83201
8785,User8785,76.4,58266
8786,User8786,89.15,44635
8787,User8787,93.28,70749
8788,User8788,77.6,96071
8789,User8789,66.06,59576
8790,User8790,67.55,94118
8791,User8791,65.97,68484
8792,User8792,65.94,62949
8793,User8793,87.17,76423
8794,User8794,97.25,46211
8795,User8795,76.49,93540
8796,User8796,68.49,28180
8797,User8797,89.71,40847
8798,User8798,93.99,35052
8799,User8799,98.79,92511
8800,User8800,69.12,90268
8801,User8801,72.01,43769
8802,User8802,72.57,62414
8803,User8803,99.59,81817
8804,User8804,65.5,59954
8805,User8805,73.25,91592
8806,User8806,65.35,86665
8807,User8807,65.88,49066
8808,User8808,83.75,64786
8809,User8809,71.92,30350
8810,User8810,67.28,56717
8811,User8811,82.17,70704
8812,User8812,76.99,71503
8813,User8813,89.95,33766
8814,User8814,86.2,23333
8815,User8815,64.56,72490
8816,User8816,77.36,90460
8817,User8817,60.19,51959
8818,User8818,85.08,33241
8819,User8819,84.29,82586
8820,User8820,87.56,41889
8821,User8821,66.79,23979
8822,User8822,95.18,73205
8823,User8823,62.62,96125
8824,User8824,73.84,77438
8825,User8825,89.37,90578
8826,User8826,62.17,72856
8827,User8827,74.18,28149
8828,User8828,99.91,96857
8829,User8829,74.31,22447
8830,User8830,64.52,22215
8831,User8831,68.28,50685
8832,User8832,90.83,36077
8833,User8833,91.23,73695
8834,User8834,76.52,53172
8835,User8835,72.54,57116
8836,User8836,66.57,86395
8837,User8837,69.68,41452
8838,User8838,73.79,23351
8839,User8839,85.12,23418
8840,User8840,83.3,33883
8841,User8841,66.49,34781
8842,User8842,98.84,67281
8843,User8843,69.78,52121
8844,User8844,92.3,69376
8845,User8845,91.55,69940
8846,User8846,64.43,22646
8847,User8847,89.85,28438
8848,User8848,86.57,83762
8849,User8849,69.44,27042
8850,User8850,63.7,39688
8851,User8851,67.74,58640
8852,User8852,82.84,27216
8853,User8853,95.16,28406
8854,User8854,66.03,85830
8855,User8855,77.24,20584
8856,User8856,86.16,88264
8857,User8857,64.67,69519
8858,User8858,61.62,65873
8859,User8859,94.05,79528
8860,User8860,83.22,50757
8861,User8861,64.83,93132
8862,User8862,94.5,82731
8863,User8863,74.55,24907
8864,User8864,96.47,89714
8865,User8865,72.21,64253
8866,User8866,73.71,41835
8867,User8867,62.41,64709
8868,User8868,64.67,48525
8869,User8869,74.78,25499
8870,User8870,74.29,44344
8871,User8871,73.17,21742
8872,User8872,93.11,37272
8873,User8873,71.68,56307
8874,User8874,65.32,77344
8875,User8875,72.23,66503
8876,User8876,69.62,24018
8877,User8877,63.6,26450
8878,User8878,88.85,38584
8879,User8879,95.04,50239
8880,User8880,86.75,83516
8881,User8881,76.53,44804
8882,User8882,81.22,31167
8883,User8883,67.81,42011
8884,User8884,97.53,75175
8885,User8885,79.13,85138
8886,User8886,91.48,69147
8887,User8887,89.53,95190
8888,User8888,63.06,24947
8889,User8889,83.79,85088
8890,User8890,68.41,36471
8891,User8891,60.9,58764
8892,User8892,93.92,26114
8893,User8893,77.56,57584
8894,User8894,69.54,56621
8895,User8895,89.71,26260
8896,User8896,86.64,58550
8897,User8897,67.61,79821
8898,User8898,81.47,30781
8899,User8899,97.97,88838
8900,User8900,88.03,39694
8901,User8901,85.28,93818
8902,User8902,90.59,69472
8903,User8903,92.74,37126
8904,User8904,84.21,50736
8905,User8905,78.03,91839
8906,User8906,61.38,92781
8907,User8907,95.64,84587
8908,User8908,93.52,22977
8909,User8909,79.13,92387
8910,User8910,62.59,50611
8911,User8911,92.79,29105
8912,User8912,95.68,33968
8913,User8913,75.04,28820
8914,User8914,68.82,52729
8915,User8915,74.24,74689
8916,User8916,98.56,52634
8917,User8917,92.85,78355
8918,User8918,94.98,65174
8919,User8919,63.72,87890
8920,User8920,92.57,25977
8921,User8921,91.41,71113
8922,User8922,88.39,39586
8923,User8923,67.9,65903
8924,User8924,92.18,42341
8925,User8925,83.95,97291
8926,User8926,65.23,54618
8927,User8927,75.34,76363
8928,User8928,65.54,84567
8929,User8929,82.22,49524
8930,User8930,99.23,61333
8931,User8931,71.16,58390
8932,User8932,64.5,48624
8933,User8933,73.07,30973
8934,User8934,80.84,53345
8935,User8935,73.82,65881
8936,User8936,88.46,42472
8937,User8937,95.25,72453
8938,User8938,85.62,77322
8939,User8939,64.8,89514
8940,User8940,83.98,67504
8941,User8941,76.09,91701
8942,User8942,97.44,43417
8943,User8943,81.72,90871
8944,User8944,63.75,34724
8945,User8945,93.37,82242
8946,User8946,88.29,92596
8947,User8947,94.14,80902
8948,User8948,60.21,99600
8949,User8949,95.99,87558
8950,User8950,99.67,73282
8951,User8951,88.48,25180
8952,User8952,94.9,74079
8953,User8953,95.25,55417
8954,User8954,71.69,62176
8955,User8955,91.78,94649
8956,User8956,82.94,24578
8957,User8957,83.4,67393
8958,User8958,71.71,59536
8959,User8959,72.49,56340
8960,User8960,82.14,29691
8961,User8961,82.11,24550
8962,User8962,68.22,36675
8963,User8963,81.65,73993
8964,User8964,80.1,44690
8965,User8965,81.62,34912
8966,User8966,85.92,44880
8967,User8967,64.65,35350
8968,User8968,84.1,42504
8969,User8969,78.26,81084
8970,User8970,70.98,60045
8971,User8971,80.74,70078
8972,User8972,98.07,22583
8973,User8973,81.23,30204
8974,User8974,80.93,89290
8975,User8975,66.46,48710
8976,User8976,68.54,27344
8977,User8977,83.95,50246
8978,User8978,86.64,87141
8979,User8979,61.35,89660
8980,User8980,71.11,78318
8981,User8981,75.38,38058
8982,User8982,80.63,59416
8983,User8983,98.75,58627
8984,User8984,93.21,99289
8985,User8985,88.97,29342
8986,User8986,88.0,20695
8987,User8987,90.51,39915
8988,User8988,71.39,73002
8989,User8989,98.21,31130
8990,User8990,93.36,74456
8991,User8991,71.57,28906
8992,User8992,90.11,57447
8993,User8993,73.29,29695
8994,User8994,72.51,21157
8995,User8995,76.82,33985
8996,User8996,92.73,73391
8997,User8997,71.86,30745
8998,User8998,70.57,50616
8999,User8999,82.42,67182
9000,User9000,99.29,71415
9001,User9001,60.03,49412
9002,User9002,60.78,83270
9003,User9003,93.67,83324
9004,User9004,87.82,43087
9005,User9005,72.67,58268
9006,User9006,77.53,45291
9007,User9007,84.24,44242
9008,User9008,62.53,26659
9009,User9009,99.32,51126
9010,User9010,83.05,94862
9011,User9011,65.52,78821
9012,User9012,76.14,73118
9013,User9013,96.35,51053
9014,User9014,69.15,39128
9015,User9015,60.41,25157
9016,User9016,87.76,57077
9017,User9017,80.66,50627
9018,User9018,91.03,21638
9019,User9019,77.76,93279
9020,User9020,93.7,26009
9021,User9021,75.43,67197
9022,User9022,88.39,54032
9023,User9023,64.05,70263
9024,User9024,65.49,56990
9025,User9025,91.57,73017
9026,User9026,78.37,72223
9027,User9027,89.84,42513
9028,User9028,91.51,23169
9029,User9029,90.08,97228
9030,User9030,86.58,54076
9031,User9031,62.43,96319
9032,User9032,70.45,79172
9033,User9033,69.34,82727
9034,User9034,85.54,75041
9035,User9035,95.48,45156
9036,User9036,97.88,64310
9037,User9037,97.37,81800
9038,User9038,88.56,20020
9039,User9039,94.96,37323
9040,User9040,80.63,81739
9041,User9041,79.76,67556
9042,User9042,95.07,97100
9043,User9043,69.67,60861
9044,User9044,60.51,55839
9045,User9045,97.81,78084
9046,User9046,74.82,36666
9047,User9047,97.13,57059
9048,User9048,77.19,56979
9049,User9049,68.19,54131
9050,User9050,96.73,69000
9051,User9051,63.01,48385
9052,User9052,71.81,50331
9053,User9053,62.51,58737
9054,User9054,79.24,94920
9055,User9055,98.73,86261
9056,User9056,73.72,98650
9057,User9057,61.43,79416
9058,User9058,94.69,32487
9059,User9059,79.62,63023
9060,User9060,99.35,43304
9061,User9061,64.18,53179
9062,User9062,62.89,46069
9063,User9063,76.38,73547
9064,User9064,82.06,43672
9065,User9065,99.19,28565
9066,User9066,93.21,95636
9067,User9067,68.21,33263
9068,User9068,81.06,65118
9069,User9069,88.36,64282
9070,User9070,89.55,57728
9071,User9071,97.47,79768
9072,User9072,95.08,95275
9073,User9073,86.39,64630
9074,User9074,62.8,35317
9075,User9075,93.13,60532
9076,User9076,62.17,34168
9077,User9077,69.81,84274
9078,User9078,65.27,56449
9079,User9079,73.07,45980
9080,User9080,89.66,52421
9081,User9081,84.24,86408
9082,User9082,89.93,58522
9083,User9083,80.74,40640
9084,User9084,98.03,65640
9085,User9085,91.06,88102
9086,User9086,82.24,27598
9087,User9087,86.9,83449
9088,User9088,60.56,58625
9089,User9089,66.13,20275
9090,User9090,77.43,37185
9091,User9091,88.62,88143
9092,User9092,64.39,65292
9093,User9093,95.89,40570
9094,User9094,82.32,51316
9095,User9095,97.53,94458
9096,User9096,92.96,40431
9097,User9097,96.92,87749
9098,User9098,70.38,60445
9099,User9099,87.48,31353
9100,User9100,91.2,90127
9101,User9101,70.06,66301
9102,User9102,79.25,97991
9103,User9103,80.9,58862
9104,User9104,66.95,89243
9105,User9105,92.91,72162
9106,User9106,98.06,83888
9107,User9107,60.66,56972
9108,User9108,76.57,95671
9109,User9109,86.55,26593
9110,User9110,61.8,51048
9111,User9111,96.7,59773
9112,User9112,98.47,62881
9113,User9113,74.48,31018
9114,User9114,64.09,38257
9115,User9115,74.97,65001
9116,User9116,78.89,61699
9117,User9117,99.84,51308
9118,User9118,76.57,67091
9119,User9119,76.51,93877
9120,User9120,75.05,49179
9121,User9121,71.47,36630
9122,User9122,85.33,64404
9123,User9123,97.48,34493
9124,User9124,82.96,94174
9125,User9125,86.77,68262
9126,User9126,89.47,29257
9127,User9127,94.42,95770
9128,User9128,82.41,79180
9129,User9129,62.65,33017
9130,User9130,80.23,99331
9131,User9131,77.11,26495
9132,User9132,60.51,47577
9133,User9133,67.81,59450
9134,User9134,83.84,91841
9135,User9135,60.94,34234
9136,User9136,85.0,23195
9137,User9137,78.25,92168
9138,User9138,88.31,25025
9139,User9139,79.94,85106
9140,User9140,61.64,79860
9141,User9141,87.59,27801
9142,User9142,60.99,54017
9143,User9143,82.32,93133
9144,User9144,60.14,24145
9145,User9145,65.08,71870
9146,User9146,89.16,62833
9147,User9147,83.29,64184
9148,User9148,74.07,40554
9149,User9149,70.59,53462
9150,User9150,73.97,79696
9151,User9151,83.9,68869
9152,User9152,87.46,61829
9153,User9153,67.86,55310
9154,User9154,78.51,51354
9155,User9155,60.88,39077
9156,User9156,79.46,62160
9157,User9157,75.1,93869
9158,User9158,80.55,77893
9159,User9159,81.58,78954
9160,User9160,76.1,78020
9161,User9161,61.94,24535
9162,User9162,80.77,75897
9163,User9163,77.87,20604
9164,User9164,74.43,54084
